baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PTPN22	38.3935230192031	-6.51178965671283	1.48763786061228	-4.37726803620925	1.20176150719162e-05	0.003006566938692
LTC4S	278.827528405031	-2.57532609702535	0.591070382718529	-4.35705488266994	1.31824221888347e-05	0.0031711330607718
SLC6A14	1042.41929243629	1.69244664027418	0.388153868616162	4.36024674005712	1.29915867656207e-05	0.0031711330607718
MGP	3000.18219712321	-3.00850228348141	0.696822563035229	-4.31745819248006	1.57836292390241e-05	0.00369518388427207
ST6GALNAC6	1700.1052076105	-1.39316153953204	0.322855894070103	-4.31511880414838	1.59517091494677e-05	0.00369518388427207
CHI3L1	23288.8350512064	-1.42916118649657	0.333255165218572	-4.2884892288443	1.79892521034093e-05	0.00407807691842504
MAP2	86.4173342922034	2.69160974106666	0.628116135546491	4.28521031182367	1.82566398138782e-05	0.00407807691842504
IGFBP5	12132.3644571259	-1.90203144237834	0.444471623759765	-4.27930905079866	1.87474396774633e-05	0.00411424075307699
DYNLRB2	539.34653480925	-2.57489695908421	0.607796021821118	-4.23644918137031	2.27082285649189e-05	0.00489753846756157
GRIN2A	9.53830828646961	-7.58531813822681	1.79544486964354	-4.224756920402	2.39198824318111e-05	0.00507142049728008
CLCA5	217.483972050363	3.55352364854411	0.845135721462332	4.2046780869651	2.61454008566159e-05	0.00545088032192346
CDH3	199.705647938685	2.48548275578816	0.594047991204856	4.18397636653408	2.86453904134735e-05	0.0058741834210187
ATP2C2	1304.65068443202	-1.39798189349321	0.334669439241624	-4.177202127153	2.95116759541516e-05	0.00595421862113681
AIFM2	486.400074289197	-1.89296023821826	0.454835074552823	-4.16186073617859	3.15664849313844e-05	0.00626770095248711
CABP1	31.7366069712365	4.91033678333553	1.18503370091442	4.14362627792487	3.41856688061716e-05	0.00668169579838127
GPR87	400.375842675959	1.72868900751333	0.418181791041722	4.13382180799178	3.56780136035649e-05	0.00674222125337926
SLC27A3	1099.45047332939	1.67322320438871	0.405036628397014	4.13104170605685	3.61123050584707e-05	0.00674222125337926
ADIPOQ	45.1515865783156	-7.01783743258122	1.70839807183567	-4.10784672979674	3.99364973062998e-05	0.00706099145209245
TACSTD2	7804.51781723604	1.50162834908123	0.365399209798241	4.10955554586549	3.96421355746346e-05	0.00706099145209245
CHST1	1538.31345843977	-1.66937506012551	0.408080534311295	-4.09079806500171	4.29891322992117e-05	0.00708829612681099
CNFN	58.0379575471624	9.61543247583799	2.34998062189472	4.09170713419984	4.28209225398489e-05	0.00708829612681099
PHLDB1	429.679206977444	-1.47719717371044	0.361017056219754	-4.0917656056983	4.28101246568344e-05	0.00708829612681099
PRELP	1048.35292799651	-1.57705252899768	0.385551154296166	-4.09038466471882	4.3065833051214e-05	0.00708829612681099
TTC9	1101.73859720239	1.05364162796017	0.25795688203722	4.08456490727837	4.4159481835091e-05	0.00717390854902797
KIF18B	46.0389435904349	6.91350380481454	1.69563107269769	4.07724529004733	4.55724091959012e-05	0.00730852905937857
ABCG3L3	23.4305760644383	4.44379438967028	1.09734372658587	4.04959201206365	5.13070022991445e-05	0.00802249114699998
CD69	122.364865823924	-5.05982887186013	1.25721812968489	-4.02462289748266	5.70666864221699e-05	0.00830054860994097
CKAP4	673.241343310833	1.54897056361097	0.384663406723806	4.02682068669754	5.65361141170613e-05	0.00830054860994097
KLK10	18.544241629621	7.85444508843713	1.94724417346457	4.03362105044195	5.49238664455663e-05	0.00830054860994097
LCMT2	176.76683936711	1.40999208427529	0.350182096725527	4.02645394341917	5.66243242698511e-05	0.00830054860994097
S100B	303.151642838316	-1.56404794387492	0.388481854884922	-4.02605147243808	5.67212777805569e-05	0.00830054860994097
CIDEA	266.072015059869	-1.7139922126093	0.427891104797132	-4.00567385812314	6.18409280201266e-05	0.00889158814487084
SGCD	29.489429172759	6.80599048103399	1.70248757257514	3.99767410386404	6.39679384880569e-05	0.00909289707439891
SCARB1	7408.53314641818	-1.09222114548341	0.274492007035712	-3.97906357011447	6.91872411507121e-05	0.00972430561296919
MILL1	20.5036810117812	4.98638051918848	1.25738468993422	3.96567618415122	7.31881677693899e-05	0.0100629448134398
SLC18A2	449.073264494059	2.25420775448282	0.568437716033226	3.96561961126285	7.32055302600547e-05	0.0100629448134398
DUSP14	267.623541154464	1.3016981833995	0.328645590083379	3.96079613625502	7.47002885015905e-05	0.0101568033572434
FHOD1	118.732762305918	-1.54616967087511	0.391924394492214	-3.94507127549018	7.97762456839001e-05	0.0106161814602118
LOC287004	920.076186944322	-3.04010054836955	0.77041620582916	-3.946049583806	7.94511674649798e-05	0.0106161814602118
SPRR1A	919.744295478277	1.74619458108552	0.442930984523529	3.94236267522341	8.06828479679231e-05	0.0106238078445342
BCO2	1029.26412085447	1.60019476556087	0.408926852381155	3.91315648811771	9.10974569511529e-05	0.0117478153505358
LOC683313	199.579199898642	2.70951979662403	0.695823449228507	3.8939759785736	9.86144194129694e-05	0.0125874262493555
HOXB13	13.7811586092884	-7.48367961292063	1.92745991906248	-3.88266419389967	0.000103318205467119	0.0129240743218819
TMEM158	2675.62692490316	-1.07163939317077	0.275834075880188	-3.88508703919616	0.000102293233707376	0.0129240743218819
RAC2	82.0558689164181	-4.82658905095143	1.24699726169598	-3.87056908560251	0.000108581579355392	0.0134479898629366
HOMER2	268.852968157761	1.47564963908612	0.38231863656642	3.85973765845901	0.000113508817415799	0.0138457424511278
RHOH	34.1580459842127	-5.07252311787309	1.31457889925399	-3.8586676849535	0.000114006832877621	0.0138457424511278
HERPUD1	8935.79623121263	-1.04235082545764	0.271638558161918	-3.83727123465409	0.000124409038154424	0.0149637755603239
TMEM243	1248.61092904691	1.11045658916233	0.289638401078356	3.83394116604696	0.000126106316010306	0.0150234657806945
CPQ	939.558380286867	-1.1328969025695	0.29666404532979	-3.81878734684583	0.000134109306826032	0.0158261633876117
ACER2	639.137397483775	-1.33673200524101	0.350646937527223	-3.81218787954546	0.000137742110093896	0.0159538523626347
HSD11B1	784.132189729116	-1.19503775222467	0.313388432580936	-3.81327971291998	0.00013713475801412	0.0159538523626347
HIST1H4B	1052.65617066387	1.10172665316989	0.290335710301879	3.79466463847785	0.000147843152365865	0.0168124544813146
CADM3	19.5096151983545	-5.47914107086143	1.44911037828805	-3.78103776838199	0.000156175976358712	0.0176000476420822
CD27	22.4479131214245	-5.65922311254794	1.50568323139995	-3.7585748413271	0.000170883926015957	0.0184274744011518
EPB41L3	148.539746179573	2.57701901502229	0.684532898270615	3.76463866314212	0.000166790093170688	0.0184274744011518
LDHC	72.1277844991922	-3.10854636917607	0.826626250339322	-3.7605222044425	0.000169559022468193	0.0184274744011518
TIMP4	913.068391461596	-1.90365645408068	0.506313790364862	-3.75983528457493	0.000170025266762588	0.0184274744011518
CCN2	1174.77091068014	-1.51127114908445	0.403376065000619	-3.74655632847758	0.000179278760894564	0.0190050679663568
FGFR2	1174.0935902746	1.72139443673186	0.460048086419778	3.74177067038411	0.00018272822795039	0.0192079613733733
LALBA	72846.7768719222	-2.16590110830053	0.581141231202585	-3.72697890290545	0.000193788672521289	0.0198545117551087
SFXN1	255.586411418106	1.17981506358887	0.316712200316526	3.7251961320396	0.000195163420407375	0.0198545117551087
TCF15	30.5872161313647	-7.10473565088028	1.90538725037523	-3.72876204009507	0.000192422748978622	0.0198545117551087
SLC13A2	85.159624942671	-5.17988130065798	1.3919394208305	-3.72134104627012	0.000198167588394731	0.0199909545421749
IGF1	206.211325346157	-3.4962244336097	0.94339406109081	-3.70600640581429	0.000210552975651533	0.020773929452067
SLC29A1	1334.22359785952	-1.10245637551777	0.297512860658117	-3.7055755273203	0.000210911267120674	0.020773929452067
LAPTM5	390.75701675911	-1.86433634915087	0.505917153615279	-3.68506253608589	0.000228646493004671	0.0223448357890268
PCSK6	256.741994084991	1.66698266085795	0.452646348901033	3.68274849649216	0.000230732770851768	0.0223739242680989
RAB15	367.979283415391	1.36258621541083	0.370508197285226	3.67761422120946	0.000235425662682232	0.0224804550724583
RGS12	539.873255072656	1.30448449118368	0.35506406214308	3.67394121305923	0.00023883770499992	0.0226334913018485
ADRA1A	45.2294973407629	5.56744414064758	1.51933838940849	3.66438719607099	0.000247931479316768	0.0233186080810034
CCL6	20.3018394926031	5.86691993712754	1.60272031907414	3.66060120864802	0.000251624136046636	0.0233938065568865
FAM220A	134.224174106327	2.13792973621373	0.58417531400674	3.65973995297765	0.000252471331455726	0.0233938065568865
DOK1	72.1945491601933	-2.46436476092753	0.673875498327797	-3.65700306220181	0.00025518133317777	0.0234710536523583
UBD	8776.63186123297	1.24741498983676	0.341745754943181	3.65012577857523	0.000262111927198682	0.0239325408564111
CD4	29.3051176098907	-6.47177991543724	1.77453485094822	-3.64702891689	0.00026529007874881	0.0239386870727757
QSOX1	20980.1748442964	-1.21538053904659	0.333710837567026	-3.64201698664484	0.000270510218261619	0.0241009634491124
ARHGAP9	197.64173843944	-1.92467955752228	0.530408820341536	-3.62867185406713	0.000284883079052954	0.0247472391380097
KRT5	338.904360772399	2.12750501934012	0.586170677785689	3.62949751662256	0.000283973462985271	0.0247472391380097
FOXA1	746.676226861387	1.92245939122274	0.530274074281351	3.62540709505388	0.000288506605109603	0.0248891663676967
ZDHHC15	18.1444265218934	5.34490834347481	1.47708459457684	3.61855262934757	0.00029625525760869	0.0252099116831776
FUT1	235.088741162525	2.29607852800236	0.636087358519673	3.60969055153978	0.000306562504339744	0.025910745721526
SLC1A7	14.290372198722	-5.50614448464245	1.52739754032267	-3.6049190464712	0.000312250245291931	0.026181114873945
TF	1002784.20056515	-1.38087206361781	0.383201834598115	-3.60351109765955	0.000313947336405129	0.026181114873945
SNORC	4363.23726553957	-1.49558878235146	0.415256293800107	-3.60160412901869	0.000316259699403902	0.0261992886082345
KL	21.0126051155348	7.89354387392386	2.20221697393834	3.58436247079115	0.000337902554585606	0.0274887601545795
MSX1	1661.47156022184	1.88551855122717	0.525693013169471	3.58672933440591	0.000334851575064944	0.0274887601545795
SIRT4	73.5445447506096	-2.44675746565647	0.682695752318817	-3.58396468316363	0.000338417864242165	0.0274887601545795
ITGB3	133.090936261935	-2.11017203093608	0.592354852859441	-3.5623444642173	0.000367557672860078	0.0294729418577353
POU3F1	682.259192705109	1.35926034573093	0.381760629131508	3.56050425844907	0.000370143308129786	0.0294912270152579
ARHGAP30	7.82310509546199	-6.26914102454126	1.76512029484795	-3.55167919310638	0.000382781249931717	0.0295975818582259
EIF4E3	489.54017906142	1.11291355785125	0.313380531208194	3.55131684013863	0.000383308678633992	0.0295975818582259
PLS1	380.278790785936	1.69824132595531	0.478192256206292	3.55137772290209	0.000383220012299345	0.0295975818582259
REEP1	267.556743109205	3.97895290795819	1.11980544832246	3.55325374949633	0.000380497246744456	0.0295975818582259
TMEM150C	374.586320803135	3.77682710299337	1.06222344523769	3.5555862751158	0.000377137157988418	0.0295975818582259
LYC2	16.6743474908456	-4.32818036232094	1.22127691423907	-3.54397951181913	0.000394135872415417	0.0302469056935243
CACNA1E	5.92086057184864	-5.78747322355771	1.63963014330484	-3.5297431235879	0.00041596332271454	0.0317273488038791
NOD2	12.0567425552491	6.86117768522594	1.94632958946514	3.5251879858187	0.000423182369900957	0.032082353121764
MREG	103.364097616768	2.10784422463863	0.599206955307324	3.51772322729055	0.000435266084977477	0.0326032542334327
EPDR1	243.053909307621	2.74703151366719	0.781562083630784	3.51479629219693	0.000440091431094072	0.0327684744735461
GZMM	22.4709541533894	-5.0780439046063	1.44617031559975	-3.51137334920359	0.0004457978273162	0.0329969527922979
MACROH2A2	57.9744044694347	-2.07335381320073	0.590807694648963	-3.5093547900263	0.000449195266193371	0.0330528446165464
KLF2	12205.7909238443	-1.16661121867242	0.333789294873539	-3.49505282700695	0.000473967934963374	0.0345224848801889
SMG6	1848.32580003275	-1.48064876858925	0.423690406847286	-3.49464784819386	0.000474687616867255	0.0345224848801889
LINGO1	38.4826680129314	-5.55604399866419	1.59254381329808	-3.48878564738379	0.000485220079074471	0.0350844969314599
BMP3	680.757684367763	2.33734382754166	0.671186716644612	3.48240477586696	0.000496931921940947	0.0353233609713197
CFI	1968.46535547363	-1.34613832752733	0.386558016452203	-3.48237074445402	0.000496995086014251	0.0353233609713197
CD247	13.0998534557424	-5.47061572360955	1.57498763521576	-3.47343407737935	0.000513843574831905	0.0363145156924988
ABCC8	317.954602555848	-5.7406981622837	1.65471896768256	-3.46928890911522	0.000521837963759054	0.0366723094868652
CCND2	483.108306977944	1.92817192172818	0.558223989623138	3.45411870068483	0.000552094316147225	0.0385818312887466
NHS	287.817330916813	-1.87713928082285	0.54550432605924	-3.4411079640439	0.000579337320694863	0.0402607252476224
LINGO3	17.6810978695261	5.07754477465136	1.48713004424386	3.41432465459541	0.000639403355980967	0.0439466845053072
CCR7	122.8283927636	-5.92703595684317	1.74239027263479	-3.40166956274411	0.000669755654863744	0.0452863431713004
SMARCA1	25.0817621760765	6.07982631395965	1.7866481561147	3.40292311787959	0.000666690377534261	0.0452863431713004
ACY3	156.963765193749	-1.75903312468628	0.518216985848286	-3.39439495949147	0.000687804195556383	0.045326637691796
CFD	794.902409881012	-1.40274887802866	0.413418447527498	-3.39304858411127	0.000691193779104176	0.045326637691796
DBI	2938.18756009237	1.13040708841459	0.332775433241701	3.39690666886925	0.00068152207232931	0.045326637691796
GM2A	1237.44198794054	-1.24098035559304	0.365884017915603	-3.39173151826297	0.000694524590632101	0.045326637691796
KCNG3	62.6924652942586	2.51533378109804	0.741787257850036	3.39090993337952	0.000696609897596456	0.045326637691796
LTBP2	741.085745579673	-2.30672831492904	0.679743930228483	-3.39352543266356	0.000689991511641155	0.045326637691796
MMD2	15.6785215239737	3.70549259151457	1.09282070411138	3.3907598726615	0.000696991402332711	0.045326637691796
CXCL10	1150.38613481711	1.59944635914911	0.472530812016063	3.38485093136051	0.000712169191591486	0.0454964293552877
GNA12	785.087909348368	1.77270956409488	0.523760474434729	3.38458064444073	0.000712870745354256	0.0454964293552877
RHPN1	13.7995687460199	7.0122368553391	2.07566790743836	3.37830383666388	0.000729344471834598	0.0463115228333959
KCNG4	14.9384618336878	-7.98333062725717	2.36526989099498	-3.37523030993257	0.000737539402584508	0.0465953554895435
EHBP1	166.561807321454	-1.56748500576924	0.464978976681531	-3.37108790800842	0.000748719620441123	0.0470639886035076
RT1-DOB	11.7690900319048	-6.59941970712416	1.95969433216662	-3.36757605449003	0.000758321071243429	0.0474291914009203
FGB	28.6562619811118	6.64269310573656	1.97447398264408	3.36428495089164	0.000767422646124464	0.047759651146124
LHPP	354.45606671002	1.06145557927667	0.315839230039546	3.36074647580596	0.000777321403281441	0.0481362051170671
TAPBPL	238.381907414664	1.12779285345803	0.3359753122241	3.35677299023023	0.000788578299140771	0.0485927386401572
TNNT2	169.173150188872	-1.83473912546348	0.546947026658206	-3.35450973501687	0.000795057555703306	0.0487518380602581
SPINK8	1798.47624903484	-1.7507308819391	0.522830862719911	-3.3485607043764	0.000812324831539409	0.0495676649645194
FAM107B	676.960035791347	-1.26604488506728	0.378427329081025	-3.345542955742	0.000821216377109306	0.049866969229419
RGS1	132.910955073069	-2.9283253148811	0.875739397767967	-3.34383187777625	0.000826297954748973	0.0499331454877048
