baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CMIP	6823.59880030977	-1.48032646756268	0.403691935626593	-3.66697062022054	0.000245440982625754	0.039574224004531
PGM1	218.780554389095	-1.05226792066313	0.287041002305557	-3.66591501636055	0.000246455766863723	0.039574224004531
PROK2	81.3211105127967	3.63432046890012	0.988691240899445	3.67589022594542	0.000237021432788562	0.039574224004531
IRX2	45.2619707941569	-5.60092195212078	1.53574523699486	-3.6470384652344	0.000265280224484044	0.0414905161488485
SH3TC1	372.817395473406	-1.49490818681047	0.410746906769467	-3.63948738790988	0.000273181316295649	0.0416445897740317
DSCAML1	16.2754413254774	-7.09049357677705	1.96541479347341	-3.60763213970028	0.000309004174821931	0.0437804385574179
RGD1561149	160.67161996594	-1.58036401992741	0.437629400516046	-3.6111925251454	0.000304792289377003	0.0437804385574179
THBS2	154.900586389727	-5.81705635544892	1.60772286354389	-3.61819595115196	0.000296663753436439	0.0437804385574179
SYNJ2	36.8929506379411	-2.07994696060898	0.577847355528711	-3.59947474139757	0.000318860601931979	0.044138370449044
FAM135A	50.6854492232056	-2.15342303969224	0.600381705118314	-3.58675659390366	0.000334816587126612	0.0447349625387881
SLC7A8	386.460621741152	-2.01926917355182	0.562853232473872	-3.58755898882673	0.0003337882332301	0.0447349625387881
CXCL10	707.170917395609	-1.12113542824815	0.314694254467548	-3.56261804062826	0.000367174721267658	0.0450721491525292
DGAT2	1172.30451985473	1.55069165296922	0.435003609512525	3.56477881805846	0.000364163152786523	0.0450721491525292
DPYSL2	187.145559491326	-1.5475584180929	0.433744500084526	-3.56790326515107	0.000359849298296518	0.0450721491525292
LRP5	122.054226731752	-1.78289654777408	0.501012092857218	-3.55858984881267	0.000372851245930904	0.0450721491525292
NPW	14.7621591843947	-5.76172661664723	1.6196550095655	-3.55737893725462	0.000374573633754969	0.0450721491525292
PLXND1	1052.50179727406	-1.53992361540544	0.433489184900246	-3.55239223732838	0.000381745346969857	0.0450721491525292
VAT1	2358.40791073662	-1.46540217645279	0.410508626097727	-3.56972322453445	0.000357358593448724	0.0450721491525292
ADAMTS1	162.41703123001	-2.31719926489248	0.655839357820797	-3.53318116282621	0.000410591010147107	0.0451764732642853
CAMP	84.8610849117278	4.3848786035948	1.24078612776194	3.53395198857035	0.000409395437952766	0.0451764732642853
EHF	112.107600995006	-2.20918470174314	0.625657716424943	-3.53097970942738	0.000414023506918556	0.0451764732642853
LZTS2	133.058404296805	-1.34224064281847	0.380457500661181	-3.52796472795475	0.00041876795390949	0.0451764732642853
NOMO1	1410.35629760267	-1.08687788300047	0.306917853018973	-3.54126640828963	0.000398211284814305	0.0451764732642853
PPFIA1	1308.49883446603	-1.09266186622237	0.309790636631723	-3.52709777836611	0.00042014157648426	0.0451764732642853
PTPRV	217.63654040404	-2.06960705386153	0.586039670255763	-3.53151357988836	0.000413188645406766	0.0451764732642853
SH3BP1	1065.95019107524	-1.14984734275091	0.32468100058808	-3.54146790439922	0.00039790726485594	0.0451764732642853
GLIS2	45.4609748719761	-1.99438882857224	0.566268965853456	-3.52198151203004	0.000428334013970031	0.0452637731535307
PPM1L	687.462892296223	-1.0498632614057	0.298169730996675	-3.5210256181819	0.000429881083121966	0.0452637731535307
TAPBPL	323.309939847646	-1.10236259142153	0.313208471761945	-3.51958101650386	0.0004322290054518	0.0452637731535307
NTRK1	161.870729427659	-2.63032262953257	0.748581817943839	-3.51374100530171	0.000441843390905827	0.0454796577493921
PRKAR2A	338.187924853513	-1.11309717825489	0.316741544523128	-3.51421276274546	0.000441059388394176	0.0454796577493921
SEMA4A	2953.46865768567	-1.34827564671971	0.38460339756197	-3.50562593899724	0.000455534933532571	0.0464915864790911
C1RL	5.63523182363829	6.13646385188233	1.75398778262998	3.49857844658482	0.000467745469966036	0.0469421557900081
ICAM4	122.527174432278	-1.69781936205209	0.486961756523595	-3.48655585229684	0.000489283203747285	0.0486301444565797
NTRK2	28.9136699890383	-6.16513851428635	1.77029891893215	-3.48254096997651	0.00049667921349824	0.0486301444565797
IRX5	13.5413772616473	-5.91853749021123	1.70612011346525	-3.46900399538124	0.000522391685261258	0.0493502929940645
KDR	316.711338893362	-2.00744926689015	0.578434217807877	-3.47048844118851	0.000519512702456123	0.0493502929940645
LIMA1	407.242864791124	-1.56025046296276	0.449910930340782	-3.46790966332149	0.000524523582432969	0.0493502929940645
