baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MGST2	1703.76377124412	1.88285076821495	0.399809726327775	4.70936709196348	2.4848718390778e-06	0.000935787204147707
FAM71A	37.098862640032	-7.38391719685565	1.61464780786893	-4.57308222936938	4.8060141363535e-06	0.00170344930462341
FBN2	9.11564419251164	-20.4030399417304	4.49608432582986	-4.53795757889051	5.68016827614287e-06	0.00195576308273708
HECTD2	38.475197033701	-8.64107178872727	1.9069514151586	-4.53135392964828	5.8606854209152e-06	0.00196186444465136
NAP1L3	84.0113888359475	-2.4260396808102	0.539243778129773	-4.49896647713636	6.82846231661783e-06	0.00222404863182598
PLA2G12A	2507.18781455984	1.18111811659195	0.264701672447468	4.46207273898639	8.1170661193187e-06	0.00257417799483973
DCBLD2	73.9617020598453	-5.03330976423566	1.13077298732162	-4.45121153464914	8.53871779063431e-06	0.00261302498178517
GOT1	1269.75043516762	1.47112799129463	0.33075002150065	4.44785455982726	8.67322207878242e-06	0.00261302498178517
CCR1L1	25.431858336421	-9.10834627678487	2.06925666624964	-4.40174794424754	1.0738226213784e-05	0.00308110390719787
TMEM132E	22.0349435706986	-19.4736931730347	4.42031352311853	-4.40550044045202	1.05539937674745e-05	0.00308110390719787
SLC6A14	1042.41929243629	-2.17963033395539	0.49662620128736	-4.38887502976148	1.13938516233255e-05	0.00319319316076037
MACROH2A2	57.9744044694347	3.25338962476282	0.744047412523434	4.3725568693653	1.22799815010263e-05	0.0033633194788379
OTUB2	42.4253019471896	-8.310202397421	1.9103886873438	-4.35000607597582	1.36133759899754e-05	0.0036456620901154
LGALS7	1317.54196368695	-4.37298227427866	1.01522121233526	-4.30741814803074	1.65171186556812e-05	0.00432712601999161
ADORA2A	101.200109898246	-8.87889415984095	2.06471717598913	-4.30029558677323	1.70570444248438e-05	0.00437349877369772
GPNMB	663.791250698481	2.72353325988744	0.640322817224048	4.25337530793391	2.10572214496428e-05	0.00528667866020094
CCN2	1174.77091068014	2.17793901482701	0.515479100846872	4.22507723639796	2.38858841552266e-05	0.00565378889290621
CPEB1	10.8430351835628	-14.9755795206509	3.53927828688397	-4.23125233642919	2.32393782246026e-05	0.00565378889290621
ADCK2	111.976514824012	-2.80530865178243	0.668922368979702	-4.19377312207592	2.74352389266087e-05	0.00635811662124158
DOK1	72.1945491601933	3.5658670503259	0.854077102728981	4.17511140262642	2.97840265540403e-05	0.0066996859513859
MPZ	51.2719643757237	4.22667426707649	1.01278776359135	4.1733070037188	3.00209975416844e-05	0.0066996859513859
BMP4	327.47702523361	2.68817731610476	0.648750328238161	4.14362382429179	3.41860347481299e-05	0.00742587168117079
SNTB1	89.603193291187	-3.31863780301906	0.80131714900283	-4.14147857330748	3.45074113472379e-05	0.00742587168117079
LTC4S	278.827528405031	3.103011455264	0.753368104343371	4.11885164420194	3.80765178775576e-05	0.00805017749021836
ASF1B	40.1689350546643	-8.99759227964615	2.21815055484125	-4.05634877218246	4.98458106888742e-05	0.0101812180442648
HHEX	71.5780093268014	-7.14174862862885	1.75995903798486	-4.05790616400148	4.95146540036096e-05	0.0101812180442648
CXADR	3895.3477681673	-1.38141747903079	0.341077307735729	-4.05015944391449	5.11827470286689e-05	0.0102732097582656
FUT4	64.2467103053968	-7.47255646356708	1.84843659873525	-4.04263606805881	5.2853622521987e-05	0.0102732097582656
KRT5	338.904360772399	-3.03942302852411	0.75158018445655	-4.04404359159875	5.25371445032543e-05	0.0102732097582656
GPAT3	557.413919137466	-1.97816566067013	0.490071216063349	-4.03648611840616	5.42577344852238e-05	0.0103787294965307
KCTD1	386.524139038322	1.0336342197809	0.256669866191985	4.02709611033094	5.64699540277821e-05	0.010633115874825
FAR1	1159.13639384454	-1.14971515964405	0.286179267268712	-4.01746489400474	5.8827595860653e-05	0.0107413842078292
RANBP17	32.3459148099567	-8.85262137831027	2.20209343390248	-4.02009344472815	5.81750618904445e-05	0.0107413842078292
PMAIP1	405.087752890956	-1.44890431383523	0.361014485764197	-4.01342431112753	5.98441976584067e-05	0.0107639168056934
ANKRD33B	64.1371015344975	-7.30895586887776	1.82286416824606	-4.00959983535709	6.08217337863021e-05	0.0107788634390989
INKA1	31.371471475047	-7.18194939236135	1.79403716416175	-4.00323334200107	6.24826198428879e-05	0.0108348372449928
PTPDC1	41.1029247228241	-8.5054487832903	2.12555222114362	-4.00152426211109	6.2935740365903e-05	0.0108348372449928
IDH1	952.019994713526	1.30591198766558	0.326803840406683	3.99601175445326	6.44185367355964e-05	0.0109339124816996
DMBT1	146.599567534309	-8.15251718513698	2.04462370623324	-3.98729465978664	6.68310029406376e-05	0.0111471501528728
SMPDL3A	515.12918246234	1.61198005763927	0.40452790508184	3.98484267065123	6.7524849486326e-05	0.0111471501528728
SUSD2	45.6613980117698	-8.52683813256903	2.1469211177512	-3.97165879177737	7.13739005698379e-05	0.0116233361590151
HSD17B11	1069.79350114354	1.45562194269638	0.368116695572327	3.95424049005238	7.67781542317137e-05	0.0123367138219518
CDKN2AIPNL	621.441150389644	1.1816182412056	0.299564386105291	3.94445500203847	7.99816698257621e-05	0.0123571679880802
CIDEA	266.072015059869	2.15404110666968	0.545504849891594	3.94871119312275	7.85730779954057e-05	0.0123571679880802
PLK2	14172.4535636278	-1.15601220748669	0.292914438954682	-3.94658662649792	7.9273248463285e-05	0.0123571679880802
BDKRB1	30.4550798034449	-7.23361843950202	1.84086427563097	-3.92946863886673	8.51337785211451e-05	0.012824339561979
SNAI2	33.7733201874893	-8.52853429453434	2.16881868354364	-3.93234084492464	8.41226740746212e-05	0.012824339561979
PGM5	78.6192563137424	-8.27546690338817	2.10898094326613	-3.92391734492022	8.71206366442527e-05	0.0128454091710018
SLC23A3	31.2097134603425	-8.0457393915395	2.05084632688462	-3.92313128783352	8.74054893388226e-05	0.0128454091710018
LAMA5	2747.05769475279	1.61942550012438	0.416491717630529	3.88825379130583	0.000100968021167882	0.0144232598171213
MAP4K2	99.8384969549058	-3.0219708391297	0.776834779516195	-3.89010754772302	0.00010019980423033	0.0144232598171213
RAPGEF2	1079.4518892082	-2.21836653971652	0.570799122530983	-3.88642247710552	0.000101732394361905	0.0144232598171213
SHISA4	176.287046901393	1.9187346120949	0.495142639010362	3.87511488796412	0.000106574405478064	0.014934048376932
ZBTB18	87.6500942723475	-2.31529672154694	0.601837172477344	-3.84704838356275	0.000119549367542977	0.0165596486006944
VEGFC	41.3464220811432	-7.68950642772509	2.01102020961939	-3.82368431254126	0.000131472228389981	0.0180042252764507
TRAF3IP2	1387.78086316032	1.4844828733211	0.38966661181736	3.80962296563629	0.000139178872822427	0.0188454449031805
CACNA1C	34.770879673183	-6.21283311389126	1.63769495352993	-3.79364490346628	0.000148451932621029	0.0198777137779558
WNT4	1601.62931122474	2.04006469535182	0.539199559909539	3.78350586134395	0.00015463468126192	0.0204780499328285
RAB7B	3427.43024225295	-1.31405180903772	0.347624918373729	-3.78008519983308	0.000156774702280098	0.020535781925842
CXCL2	14000.9265505488	-1.66172398864133	0.440015533081635	-3.77651210856922	0.000159039831367488	0.0206084839549419
GNRH1	20.9855278154414	-6.32163746987001	1.6754131398503	-3.77318126467293	0.000161179095681926	0.020663503000669
SHC1	646.388957680889	-1.05088875431146	0.280018443825582	-3.75292691422156	0.000174781824708983	0.0221715344165047
ACVRL1	56.3245928517353	-8.29417038140176	2.21737724893112	-3.74053192139495	0.000183631221597014	0.0228138129017073
POLK	633.790268414366	-1.95793598107873	0.523152408738702	-3.74257281123723	0.000182145731072323	0.0228138129017073
TSPAN2	44.4915882349995	-5.84214607680309	1.57030540438229	-3.72038844195484	0.000198916594255572	0.0244606518099377
CIRBP	1517.96072775046	1.0275431789145	0.276994194610869	3.70961990867003	0.000207570632513625	0.0252670069941585
AIFM2	486.400074289197	2.1480425937952	0.580618059266837	3.69957936979706	0.000215957095989576	0.025767316472974
MILL1	20.5036810117812	-7.30445182340752	1.97391652464637	-3.70048668837004	0.000215186367791259	0.025767316472974
ZDHHC15	18.1444265218934	-7.48390801059896	2.02477213628952	-3.69617295520153	0.000218873893575971	0.0258593067792551
ICMT	227.21892274239	-1.62927980407746	0.441246489973628	-3.69244819188214	0.000222105596574156	0.0259863547991762
GPR19	46.8947823686324	-6.5437168876016	1.7740009398164	-3.68867723840036	0.000225422967930207	0.0261208864089127
SPT1	100.818515511676	5.37771487996743	1.46361892711875	3.67425890737412	0.000238540759684347	0.0273776637614863
CDC25B	61.3450773798781	-3.41867836386401	0.931765965306209	-3.66903116357177	0.000243471402139585	0.0274212510951788
PALM2	24.2167030675905	-7.79675475322413	2.12413960688497	-3.6705472314308	0.000242031739524016	0.0274212510951788
GGN	21.242761019217	-7.28224159383826	1.9866981510477	-3.66549975898348	0.000246856044022217	0.0274967279580813
KCNJ14	28.1075454592267	-6.01148266922003	1.64087219578802	-3.6635898180559	0.000248704949583509	0.0274967279580813
CDCA2	59.5174473500298	-7.15880420167823	1.95561887257117	-3.66063362451914	0.000251592301497731	0.0275630802304469
IDI2	348.033868747696	-3.32270426810521	0.90960632745529	-3.65290364393219	0.000259291549464878	0.0276620533789901
MYCL	50.7588295830324	-3.8713188539101	1.05981818117762	-3.65281415497937	0.000259381962644252	0.0276620533789901
TRDN	8.15550877345695	6.53125455158568	1.78680550432749	3.65526887832366	0.000256912572070254	0.0276620533789901
AGER	217.081005932073	2.27200904150094	0.624863264945157	3.63600993843084	0.000276893653077646	0.0285163175819227
COL9A3	1772.12676362429	-1.05360108620426	0.289719260131326	-3.63662769857509	0.000276230731226398	0.0285163175819227
CYP1A1	76.2899641817474	-8.12634603456974	2.23370598824164	-3.63805535614235	0.000274704390317877	0.0285163175819227
LMX1A	106.765063888804	-4.23607837375906	1.16572751647372	-3.63384951791569	0.000279223755262375	0.0285163175819227
RTP3	21.3818840613364	-7.99730511129842	2.19773299671705	-3.63888840147766	0.000273817418208012	0.0285163175819227
SPRR1A	919.744295478277	-2.05523956077436	0.566486856830921	-3.62804456271398	0.000285575977600454	0.0289199672778409
AQP5	11470.1687130688	1.62525371455912	0.44835686799856	3.62491093716076	0.000289061051052392	0.0290289560519365
BCO2	1029.26412085447	-1.88508531778361	0.522832810731245	-3.60552222257645	0.000311525829591836	0.0305219331090343
NKD2	118.893993523398	-4.71227898088289	1.30644251937658	-3.60695469643129	0.000309811726513579	0.0305219331090343
SLC45A3	1829.8768753882	2.25649513107303	0.627932716866792	3.59353011948846	0.000326227918688455	0.0317046181299562
POU3F1	682.259192705109	-1.75041654192231	0.4882737209752	-3.58490835514618	0.000337196589557617	0.0325084488060707
BRCA2	25.3591115647978	-7.54450490468344	2.11153940802554	-3.57298797077065	0.000352930979701418	0.0334895372943448
SP6	90.360028037475	-2.31097708750768	0.647475094258267	-3.56921387092902	0.000358054039665554	0.0336545541293745
ARHGAP9	197.64173843944	2.40275729763472	0.674555642871886	3.5619853202993	0.000368060968536504	0.0341192517833339
FHOD1	118.732762305918	1.75509076486151	0.495553825656151	3.54167534180094	0.000397594507151992	0.0362985712552171
NNAT	812.639126261408	-1.40936292147002	0.397928068620551	-3.54175297650072	0.000397477514769475	0.0362985712552171
APBA2	62.910475406545	-7.53068604663367	2.12861196799955	-3.53783881695964	0.000403416239516348	0.0363482749797436
RCAN1	12839.766203824	-1.32010733094646	0.373289185654804	-3.53641997056732	0.000405589365897758	0.0363482749797436
SAMD3	12.2976603753782	-7.4476074843018	2.11341314459794	-3.52397140300679	0.000425130129083143	0.0373959356611748
F2RL1	1648.94367556524	-1.29519058870109	0.368477206374697	-3.51498156817884	0.000439784510717463	0.0384046604250445
CNEP1R1	249.490021331835	1.05286065956039	0.300045354551421	3.50900503403712	0.000449786391425746	0.0384423815820686
DNAH1	32.7244763818489	-8.29640407925918	2.36333712482746	-3.51046153851828	0.000447329515901801	0.0384423815820686
GRIK3	43.0607426309767	-7.18054981044756	2.04800234534699	-3.5061238219583	0.000454683646180465	0.0385377440391427
KCTD21	10.6885701249159	-6.76257629634507	1.92962990098938	-3.5045975877953	0.00045729793358206	0.0385377440391427
FGD5	50.5173496501546	-7.87986747020131	2.25391990078278	-3.49607253898626	0.000472160325215558	0.0387849362875699
LAMC3	61.6791174458981	-8.35291238952717	2.38698340807578	-3.49935921685384	0.000466377813799924	0.0387849362875699
PCDH7	80.3038727507218	-4.41004871643959	1.26050707629874	-3.49863066964205	0.000467653875476912	0.0387849362875699
PPP2R2B	44.1605748249427	-9.18145585239757	2.62662069021496	-3.49553930135461	0.000473104774232245	0.0387849362875699
GYPC	70.7125002098211	-4.13065761843685	1.18267304897714	-3.49264542893688	0.000478261091678591	0.0389427325393156
CSTF1	538.019691914568	-1.16563033768581	0.333980215223448	-3.49011793080601	0.000482807437617255	0.0390490767162788
ANGPTL1	551.801126001603	2.7290500599275	0.782799266163857	3.4862705905453	0.000489805289877202	0.0393509569887344
MX1	36.1866451500542	-4.35238202522475	1.25016643256769	-3.4814420799041	0.00049872162790649	0.0398019492576233
CDC42EP3	3156.64418644601	-1.23788643959134	0.355848740575589	-3.47868714552438	0.000503876468577648	0.0399487850186134
KCTD8	85.1963942656224	-7.29735288925537	2.10198086354073	-3.47165524474052	0.000517260152953977	0.0407418438120809
VSTM4	39.6969404496376	-8.01823872083635	2.31092354267857	-3.46971181553782	0.000521017066009506	0.0407712770290946
LYST	84.5960605292783	-3.21695692000105	0.941333972495519	-3.417444832542	0.000632119036674756	0.0488311955831249
