baseMean	log2FoldChange	lfcSE	pvalue	padj
CAMP	21.2230094962933	-4.57805750712968	2.12433909755791	4.06434267725398e-05	0.0181947073851736
INHA	16.9112878555773	-4.99208294370674	2.69236098884498	4.44267658615449e-05	0.0186453582975171
SGCD	11.5977070354996	-4.86749612115506	2.47791265081206	4.33524328182735e-05	0.0186453582975171
AKR1C15	143.40082152253	-3.5465302868202	1.70850204557216	5.95785617539233e-05	0.0242466692228846
ATP1A2	41.6589615374177	-2.38749071665352	1.18320752208353	6.37253730642771e-05	0.0244523360072355
MPZL2	414.21686641591	-1.82552195629085	0.955667341634052	6.35262830240424e-05	0.0244523360072355
LMOD1	50.5717736255528	-2.41077549506321	1.2089131611562	6.64064261310214e-05	0.0247732861927672
MECOM	19.4853772825952	-4.63312613386486	2.98159177418701	6.84800834305882e-05	0.0248564194722378
SARM1	13.2641844605926	-4.3892319214838	2.64461975540255	7.4054556335504e-05	0.0261724392522584
PCDHB20	13.6559930471265	-4.41729883144947	2.82889254881618	7.86304979351217e-05	0.027077117622274
HMGCS2	568.362768793967	-2.67987211644489	1.49015468873121	9.35071785104327e-05	0.0313950351848778
MRGPRE	14.1771347078382	-4.02876625413438	2.57358753696742	9.75016606940151e-05	0.031937739100503
CCL21	1838.40624916325	-2.56946091293247	1.51150826886698	0.000109089371465866	0.0337572405550644
HSPB2	9.85727963509406	-3.79175505731216	2.39383013405861	0.000106254274150845	0.0337572405550644
S100A8	641.922581084275	-2.24122736469926	1.34444399526048	0.000110597065109667	0.0337572405550644
RAB6B	12.6604623241399	-3.89991858746455	2.77939625267648	0.000120505663292547	0.0351824143047589
S100B	150.598475702243	-2.51430415274444	1.5268322772115	0.000118903852963226	0.0351824143047589
FETUB	42.5630234303394	-3.81449352439835	2.68658750364952	0.000124727453689681	0.0356402064479237
AGT	79.201030699738	-2.63333247325617	1.6847716021924	0.000138065226371733	0.0386294997952577
ZBTB3	19.413405326904	-3.3823424724132	2.30749286217554	0.000142735926562367	0.0391212957904609
COL6A4	24.6498322884078	-3.62916984570047	2.73659523409424	0.000149617279983076	0.0401872014034542
COL26A1	11.6268699257108	-3.56498257763368	2.87910344230822	0.000165476863723807	0.0427375823040524
PDGFD	33.1419292453998	-2.55921396359776	1.74662963501953	0.000164023625116382	0.0427375823040524
AKR1C14	72.0774386933792	-2.5641445042533	1.81384890744652	0.000180053641657896	0.0431358852493215
CLCA2	143.316349746333	-2.21009500690204	1.56773627945833	0.000178583689594003	0.0431358852493215
RGS4	78.8158065104068	-2.67082314329244	1.87015850904506	0.000174502327866095	0.0431358852493215
STYXL1	28.4785879066651	-2.29212374559092	1.63558015721875	0.000183078589665773	0.0431358852493215
TRPM1	13.6626306900825	-3.50063060493636	2.78883168328291	0.000170379639342592	0.0431358852493215
CRYAB	473.835252689359	-1.60148369329316	1.24675155157079	0.000200527451371422	0.0459857910443924
SFRP4	138.755965565072	-2.60424920931953	1.9306411761888	0.000202022462518179	0.0459857910443924
SAMD14	9.06203831048546	-3.29980587711107	2.86671344574556	0.000206756766321637	0.0462790561949931
MPO	15.7373319110843	3.10010184105449	3.42468555521413	0.000223616015341002	0.0479047344836109
OCM2	13.1164318483882	-3.16866547703518	2.75450635582279	0.00022472064575335	0.0479047344836109
PCDHB9	24.4618268519924	-3.13776115084222	2.66305875095065	0.000223162368754964	0.0479047344836109
MST1R	15.8514832941557	-3.18005532084537	2.97706384604293	0.000232170387852577	0.0479699739824632
RHBDL3	155.058024333939	-1.22084167767165	1.07866675902811	0.000244294858704463	0.049710302309105
OSBP2	9.84461366846483	-3.07081507219507	2.82202109359977	0.000249312828170571	0.0499741982437428
