baseMean	log2FoldChange	lfcSE	pvalue	padj
PARP14	261.859065319295	-2.0882893186146	0.738991023672289	2.51037322837178e-06	0.000135960970225682
APAF1	418.383635003117	-1.24806369730199	0.348379909156531	2.64316742940342e-06	0.000141523413351811
COL4A1	80326.2193487942	-1.18649994733555	0.32211102226709	2.65018261898064e-06	0.000141523413351811
STC2	16.5140085111972	-6.39637678341245	1.64299816724036	2.65699503732647e-06	0.000141523413351811
MED12	504.62312518862	-1.25771452976778	0.35368179083104	2.73888749736194e-06	0.000144316324331163
MGLL	1095.61963842423	-1.03936789166625	0.266996451870551	2.74301780148448e-06	0.000144316324331163
TRAK2	1026.29158912915	-1.22201351808464	0.339009524665695	2.85721964723001e-06	0.000149713663629247
MYOF	505.094090789193	-1.39817549155762	0.426090515865483	3.05964440178588e-06	0.000159027485237984
CDH2	41.2545085923417	-4.95283450194638	1.29304201228022	3.12703571132104e-06	0.000161229961275713
LPIN1	718.034401315515	-1.39716809152083	0.426289325976159	3.11793641486725e-06	0.000161229961275713
HPGD	53.6148037034767	-4.40130717255497	1.18769098629214	3.23734648401812e-06	0.000166252574418301
TBX19	92.7824914891588	1.49833703359019	0.484806402081039	3.44018480693061e-06	0.000175968183179903
LAMA4	1328.16086361274	-1.60364306164883	0.545083490383045	3.65195324890953e-06	0.00018532943849781
PCDHGA9	13.4602474224185	-5.81506711075993	1.538383034165	3.78833630030448e-06	0.000190006439342119
SRSF7	4716.7526995734	1.42897588407729	0.450907245627104	3.76310959854888e-06	0.000190006439342119
CCL11	30.2549082724376	-6.18226938751	1.65175412478566	3.88384139802073e-06	0.00019329233830304
SSTR1	51.1094028225409	-6.87432567038707	1.897137532066	4.00079530194386e-06	0.000197587170276078
SOBP	580.633060482153	1.11596907404658	0.304035145277103	4.19752026041852e-06	0.000206511588384713
ADM	2531.39075462122	1.03379435287658	0.273011636892652	4.29113774445416e-06	0.000209518051234902
ANAPC1	476.4936207941	-1.22740547912806	0.355518579650773	4.72696537456133e-06	0.000226507746015225
ARHGAP15	19.4587536258644	-5.72563238088039	1.5564848272272	4.72215955666676e-06	0.000226507746015225
FAM98C	1607.49855538596	1.09816474117696	0.300539426104744	4.94189379073224e-06	0.000235929670231624
IGFBP5	19842.5169883842	-1.27340959583721	0.381763318734709	5.31660734511452e-06	0.000249203886103731
PGP	1604.79375819094	1.05245016451495	0.286597154949637	5.97920934060725e-06	0.000274277609965934
ADAM17	1019.86394898945	-1.06723478657629	0.293495858575953	6.28839161266253e-06	0.000287169749829035
SEL1L	1519.64210698262	-1.0962431148957	0.305321327607382	6.30481297142102e-06	0.000287169749829035
LOC100365008	109.815613691169	-1.57690049231139	0.561648809783037	6.37815343389133e-06	0.000289487316066406
PCDHB3	67.2012858472079	-4.07944337750819	1.23532830046923	6.50286796094956e-06	0.000294112168479438
ST14	1195.31276950346	-1.3784459191317	0.447971943344655	6.68505104587706e-06	0.000301294783151592
LHFPL2	1234.60075474586	-1.19287296659334	0.350161608075084	6.80439348129397e-06	0.000305604989456025
FNIP1	354.224105852848	2.08685884424989	0.815771687743499	6.91280916158383e-06	0.000308325640459569
ZC3HAV1	697.281426015682	-1.02731908715102	0.280335903069087	7.07663880238948e-06	0.000313463485095534
PADI2	48.6262366961972	-5.46524364538605	1.5746295379757	7.20339750390431e-06	0.000317985595292214
HEATR5B	377.382691002056	-1.12687530971964	0.322263845708865	7.37561751972761e-06	0.000323373162684656
GJB2	472.215768364104	-2.39955428901266	0.929313921655329	7.50053642722646e-06	0.00032773530354898
LRP4	785.717114263067	-1.28853790294313	0.403427267173468	7.71215798128432e-06	0.000335843636414712
ACE	4814.67678677778	-1.18888429203278	0.353524668469759	8.07443117325884e-06	0.000344807139164787
LTBP3	7989.79475274829	-1.08976172776428	0.308390165815139	8.02549186247744e-06	0.000344807139164787
ZBTB26	18.285401771958	-5.05047335884748	1.48834737684129	8.07849154598647e-06	0.000344807139164787
IFI47	371.740862280017	-1.18543334317502	0.353097359784118	8.40191679517729e-06	0.000356252327269195
NOTCH2	1763.69853194655	-1.05580577952631	0.296673890858905	8.90102341923944e-06	0.000373727009361552
LINC00176	25.6123338269381	-5.94110352835103	1.7899978866966	9.22998953207534e-06	0.000386281055417049
MAFB	4472.47732478774	-1.2569140337624	0.393575846860169	9.32005391450858e-06	0.000387637090384226
KLHL11	712.206931459935	-1.24861680462216	0.390128382000935	9.57950661912641e-06	0.000397041287204307
MOB1B	415.024729859768	-1.16963228980672	0.350542329944663	9.89117052845431e-06	0.000406042000355975
TMX4	1084.7745198979	-1.03446299121806	0.291728114748005	1.05147988743341e-05	0.000428910624968882
SLC25A28	988.683007000769	1.00352476555412	0.279705954588858	1.07326240014759e-05	0.000436414900249287
NRGN	908.973283107529	2.01829278866236	0.82946634792448	1.10244429246589e-05	0.000445470436673521
SYNPO2	2384.63379628779	-1.14657496648389	0.343632072234923	1.13481431570321e-05	0.0004571173915442
TMEM132E	32.0898234680199	-6.71746552301923	2.18824329062478	1.13959577064561e-05	0.000457613379552083
GLI2	237.031950372915	-3.12512880811021	1.15339485892164	1.14396373988984e-05	0.000457940764198136
P2RX5	14.4016163040486	-5.25257519548531	1.6360373478013	1.1717905756198e-05	0.000467627879868088
TNFSF4	13.4693979521852	-5.50884949785599	1.72530118721243	1.21086605260288e-05	0.000480248105170805
BTC	14.0821522462837	-6.22516517043802	1.99647212372113	1.23154113205355e-05	0.000483980646102753
NOS2	13.4508830416341	-5.44278930275685	1.71127502885822	1.24101493800361e-05	0.000485511525872777
BCL6	417.230952581418	1.13964908828588	0.348396472142381	1.46680682269468e-05	0.000564392237150281
SLC12A8	14.3564208871107	-5.5670710044463	1.81341741392503	1.49955189955194e-05	0.000575274523369776
PDGFB	406.214084067585	1.15694928951226	0.361747888959245	1.67187282647063e-05	0.000633836492153129
ADAMTS7	24.0182355049259	-6.07217162000194	2.05736173245176	1.68142785804075e-05	0.000635285824320562
ATG13	612.481848471695	-1.0174599851185	0.295766075049611	1.68555276894982e-05	0.000635285824320562
ACTR6	263.39755790499	1.10454356319893	0.336052007601707	1.71522906522222e-05	0.000644586083111206
PTGR1	13.0744554942533	-6.04858904191872	2.06150395597018	1.7389323740947e-05	0.000647827696591926
WFDC2	311.710717108455	-1.40846730025209	0.519367935226079	1.76055512430127e-05	0.000650245144763422
PECAM1	360.736260298493	-2.96444360755226	1.19138929246746	1.81555356643931e-05	0.000664843337255759
