	Gene Symbol	CD44+ N37	CD44+ N39	CD44+ N40	CD44+ N152	CD44+ N161	CD44+ N172	t-value	q-value	p-value	PseudoFC
18	FOSL1	11.7969209	12.7376868	11.6243638	8.0246608	1.2054667	0.6019289	-1.4246527	4.96E-02	2.86E-03	-1542.92711
19	TRIM8	12.1789072	11.1761323	12.5772823	7.8656068	1.2054667	0.6019289	-1.430480932	4.96E-02	2.81E-03	-1524.587701
20	POLG	11.6006476	11.7302749	12.3264891	8.9227488	1.2054667	0.6019289	-1.289672695	4.96E-02	4.04E-03	-1473.272096
21	SLC39A13	11.7085155	11.8552182	11.378439	6.7770801	1.2054667	0.6019289	-1.534554747	4.96E-02	2.03E-03	-1451.218318
22	HAPLN3	11.0712985	12.1433106	12.2438842	7.7210195	1.2054667	0.6019289	-1.425218988	4.96E-02	2.85E-03	-1417.732406
23	MMP3	14.4665178	12.539371	11.0576185	5.8529567	1.2054667	0.6019289	-1.782634668	4.96E-02	9.35E-04	-1404.352727
24	PLAU	13.4225123	12.862886	11.0478309	9.1963108	1.2054667	0.6019289	-1.32661482	4.96E-02	3.65E-03	-1394.857498
25	CXCL1	10.920464	11.6489554	11.5500399	6.1822306	1.2054667	0.6019289	-1.57288326	4.96E-02	1.84E-03	-1276.993173
26	CXCR7	12.2463976	12.0240363	10.9105574	1.0866873	6.6002221	0.6019289	-1.56648185	4.96E-02	1.87E-03	-1268.254454
27	AKT1	12.0300023	11.492623	11.3521694	8.7595777	1.2054667	0.6019289	-1.268544805	4.96E-02	4.34E-03	-1249.518342
28	MMP12	12.3429402	11.1691215	10.8573834	1.0866873	1.2054667	0.6019289	-2.472561968	4.96E-02	1.00E-04	-1222.360855
29	PKP4	11.4275778	12.6207635	11.3415261	7.8031272	1.2054667	0.6019289	-1.409205026	4.96E-02	2.98E-03	-1194.433713
30	LRCH4	10.8708171	11.2577084	11.3534943	7.8958605	1.2054667	0.6019289	-1.300096053	4.96E-02	3.93E-03	-1061.759775
31	THAP4	11.4787224	11.4768113	10.6487486	8.5086224	1.2054667	0.6019289	-1.230088278	4.96E-02	4.90E-03	-1057.776938
32	WDR43	10.6474523	11.7669579	11.1999314	1.0866873	8.0305306	0.6019289	-1.289690541	4.96E-02	4.03E-03	-1056.826885
33	LAMC3	10.7015886	11.2256293	12.4890185	9.4261769	1.2054667	0.6019289	-1.162042867	4.99E-02	6.15E-03	-1038.411561
34	TBRG4	11.5678559	11.6679794	10.4939623	5.5826351	1.2054667	0.6019289	-1.635451967	4.96E-02	1.51E-03	-950.164405
35	MARS	12.5076077	12.0185859	10.3944962	4.8170878	1.2054667	0.6019289	-1.807733194	4.96E-02	8.87E-04	-886.8629295
36	NCOR2	11.0811904	10.3688475	11.3614183	8.8001347	1.2054667	0.6019289	-1.154796082	4.99E-02	6.32E-03	-871.2352855
37	SPSB1	10.7678347	10.9559296	12.1516987	9.5018945	1.2054667	0.6019289	-1.129664342	5.01E-02	6.77E-03	-861.3542886
38	SCRIB	10.9423372	11.1507321	10.6975571	6.0269554	1.2054667	0.6019289	-1.519020197	4.96E-02	2.13E-03	-853.2770769
39	METTL17	10.9638836	11.0822207	10.32596	6.0805901	1.2054667	0.6019289	-1.482528902	4.96E-02	2.37E-03	-845.7169775
40	PANK4	10.685004	10.8529448	10.786565	1.0866873	1.2054667	0.6019289	-2.486263498	4.96E-02	9.23E-05	-831.6759225
41	HBA2	10.7555327	10.8892344	10.4149456	1.0866873	1.2054667	0.6019289	-2.438275777	4.96E-02	1.08E-04	-822.4406076
42	DENND5A	10.8740722	10.6095165	11.3145693	8.7178475	1.2054667	0.6019289	-1.164886351	4.99E-02	6.09E-03	-813.8423114
43	SETD5	10.9684592	10.2221111	10.8869629	8.7840484	1.2054667	0.6019289	-1.119427798	5.03E-02	7.00E-03	-786.9794931
44	PVT1	9.7894089	12.9182925	10.8233652	1.6938929	1.2054667	0.6019289	-2.117228858	4.96E-02	2.61E-04	-785.7347293
45	SPSB3	11.2257922	10.6979052	11.9588801	1.0866873	1.2054667	9.7618489	-1.09414793	5.10E-02	7.70E-03	-782.1046505
46	ACOT7	10.2861973	11.3311537	11.2520092	1.6938929	8.0663803	0.6019289	-1.228589032	4.96E-02	4.93E-03	-753.8409114
47	BCKDK	11.6143372	10.7626792	10.2368775	7.0964955	1.2054667	0.6019289	-1.347561777	4.96E-02	3.45E-03	-753.36883
48	KLC2	10.7341965	10.7811898	10.4021988	6.1822306	1.2054667	0.6019289	-1.443114232	4.96E-02	2.71E-03	-738.6411371
49	NOC4L	11.041209	11.2734843	10.117184	1.0866873	7.9173057	0.6019289	-1.238616511	4.96E-02	4.74E-03	-731.7743792
50	SH3PXD2A	10.6719718	10.2057601	11.2175004	9.6688827	1.2054667	0.6019289	-1.026389057	5.31E-02	9.75E-03	-707.4601654
51	OSTF1	11.0178549	10.0557048	11.0881817	7.704022	1.2054667	0.6019289	-1.24743225	4.96E-02	4.64E-03	-701.2455606
52	CARS	11.7761924	11.7650993	10.0237431	7.8031272	1.2054667	0.6019289	-1.301826243	4.96E-02	3.90E-03	-685.8808531
53	BCL9L	10.484506	10.5329404	10.8685469	8.6748743	1.2054667	0.6019289	-1.122875356	5.03E-02	6.91E-03	-642.4648719
54	FOXF2	10.3761847	8.8689644	10.9478749	1.0866873	1.2054667	0.6019289	-2.06728355	4.96E-02	3.17E-04	-625.7737647
55	HIP1R	9.8860865	11.8820494	11.102436	6.6408414	1.2054667	0.6019289	-1.413085767	4.96E-02	2.93E-03	-623.4618933
56	HIVEP3	8.3513375	10.3114217	10.7264778	1.0866873	1.2054667	0.6019289	-1.958208314	4.96E-02	4.61E-04	-598.3038045
57	TMEM150A	10.5812817	10.0647994	10.420013	6.2771857	1.2054667	0.6019289	-1.377574605	4.96E-02	3.18E-03	-594.0935538
58	CAPG	10.2135363	10.0738369	10.4149456	1.0866873	1.2054667	0.6019289	-2.338244164	4.96E-02	1.32E-04	-592.0104983
59	TNFRSF4	10.7034196	9.8038191	11.2319795	6.6046733	1.2054667	0.6019289	-1.362226553	4.96E-02	3.32E-03	-588.9046168
60	GABBR1	10.4324661	9.7819266	10.5597209	7.522033	1.2054667	0.6019289	-1.195187312	4.98E-02	5.42E-03	-580.0355996
61	BRF1	10.2665157	9.9352522	10.3340363	1.0866873	8.5942324	0.6019289	-1.06401508	5.14E-02	8.55E-03	-579.967541
62	ZBTB7B	10.2540769	10.4451226	9.7536389	1.0866873	1.2054667	0.6019289	-2.278605468	4.96E-02	1.56E-04	-574.9886042
63	HSD11B1	10.4146938	9.5425229	10.2511644	1.0866873	1.2054667	0.6019289	-2.231594237	4.96E-02	1.64E-04	-573.8290139
64	JHDM1D	10.8642847	10.0828183	10.3658965	6.9599943	1.2054667	0.6019289	-1.297089546	4.96E-02	3.96E-03	-572.2214721
65	UBE3C	10.8982541	11.0672144	9.7576474	6.8714329	1.2054667	0.6019289	-1.325855596	4.96E-02	3.67E-03	-570.3558468
66	TMUB1	10.8577227	10.3516108	9.9968644	6.4903918	1.2054667	0.6019289	-1.353502195	4.96E-02	3.40E-03	-566.5832397
67	AGPAT6	10.52234	10.346648	10.3096707	8.6033384	1.2054667	0.6019289	-1.093955674	5.10E-02	7.71E-03	-564.6375571
68	ABCF1	10.4522017	10.7211001	9.7334275	7.4626381	1.2054667	0.6019289	-1.208532092	4.98E-02	5.25E-03	-560.8606471
69	PDXDC2P	10.1638663	10.4451226	10.1842406	1.0866873	8.0122661	0.6019289	-1.143231837	5.00E-02	6.52E-03	-547.8181585
70	EXTL3	11.9295502	10.8210959	9.6582281	6.2771857	1.2054667	0.6019289	-1.4299608	4.96E-02	2.82E-03	-532.3750557
71	TFRC	9.9522592	10.9196294	10.2454666	8.3753938	1.2054667	0.6019289	-1.113336621	5.04E-02	7.18E-03	-526.3942621
72	CNPY3	11.0727157	10.5823306	9.6409711	6.6761254	1.2054667	0.6019289	-1.326627967	4.96E-02	3.65E-03	-526.0449259
73	ANAPC1	10.145127	10.094707	10.1203006	1.0866873	1.2054667	0.6019289	-2.3237163	4.96E-02	1.40E-04	-524.069121
74	RDBP	11.201381	10.6032881	9.6322646	6.988347	1.2054667	0.6019289	-1.292042051	4.96E-02	4.01E-03	-522.8798613
75	ATG4B	10.2288728	9.7782453	10.2848865	6.4501951	1.2054667	0.6019289	-1.30720084	4.96E-02	3.86E-03	-520.3743927
76	RASSF4	10.0562188	9.2013727	10.2821063	1.0866873	1.2054667	0.6019289	-2.149457138	4.96E-02	2.05E-04	-501.3003551
77	NPM3	10.1849888	10.4543796	9.5698019	7.147675	1.2054667	0.6019289	-1.209047034	4.98E-02	5.23E-03	-500.7244135
78	SHARPIN	10.9298789	10.4404718	9.5606537	7.5413002	1.2054667	0.6019289	-1.197014776	4.98E-02	5.38E-03	-497.5593503
79	ERI3	11.286905	10.7830279	9.5560578	8.3967085	1.2054667	0.6019289	-1.131503515	5.01E-02	6.73E-03	-495.9768187
80	ARHGAP21	9.7331593	10.1470263	11.354818	8.5280696	1.2054667	0.6019289	-1.097391256	5.09E-02	7.61E-03	-491.6744774
81	ELTD1	10.150506	9.5381761	10.2959543	1.0866873	7.3757827	0.6019289	-1.172245787	4.99E-02	5.93E-03	-489.8673135
82	PRDM1	10.1397279	9.9319425	12.6014599	9.4052958	1.2054667	0.6019289	-1.064407776	5.14E-02	8.52E-03	-489.1934451
83	TCIRG1	10.9562254	9.8536456	10.1327001	7.9107527	1.2054667	0.6019289	-1.155969856	4.99E-02	6.28E-03	-486.8162289
84	HIAT1	10.688706	10.0373419	10.1109305	6.5675757	1.2054667	0.6019289	-1.322400605	4.96E-02	3.69E-03	-479.52554
85	ST6GALNAC4	11.5778717	10.2569152	9.4997334	6.9310735	1.2054667	0.6019289	-1.285131497	4.96E-02	4.08E-03	-476.986444
86	PPP6R3	10.1013577	9.6227163	10.637916	6.1323043	1.2054667	0.6019289	-1.351378153	4.96E-02	3.42E-03	-476.3542331
87	YY1AP1	9.9675771	9.7409065	10.6026947	1.0866873	7.7944336	0.6019289	-1.140015964	5.00E-02	6.57E-03	-471.4267509
88	HLA-DRB5	11.4275778	2.406905	9.9520894	1.0866873	1.2054667	0.6019289	-1.06249744	5.15E-02	8.58E-03	-466.3929082
89	RBM19	9.949176	10.3391716	9.4311157	1.0866873	1.2054667	0.6019289	-2.193707821	4.96E-02	1.89E-04	-465.4520309
90	DUSP2	9.4356014	11.6916565	11.6177631	9.4157741	1.2054667	0.6019289	-1.071981094	5.13E-02	8.31E-03	-456.2474005
91	CTPS	10.1124251	10.2355969	9.4210413	1.0866873	7.956043	0.6019289	-1.091998447	5.10E-02	7.76E-03	-451.6659568
92	C1orf51	9.4134004	10.1240072	10.1046498	1.0866873	6.8672984	0.6019289	-1.21586143	4.96E-02	5.12E-03	-449.2801383
93	RBM15B	10.3989614	10.0124887	9.8618705	8.6835719	1.2054667	0.6019289	-1.036998998	5.26E-02	9.42E-03	-447.8966482
94	TEX264	10.5632458	9.6631985	10.0070027	5.0495858	1.2054667	0.6019289	-1.506556711	4.96E-02	2.18E-03	-446.1966831
95	RPS6KA4	9.7259714	9.9967352	9.4853018	1.0866873	1.2054667	0.6019289	-2.197651511	4.96E-02	1.81E-04	-443.032446
96	EIF4G1	10.1771041	10.2934808	9.3903888	7.4626381	1.2054667	0.6019289	-1.150402457	5.00E-02	6.41E-03	-442.1707781
97	GAK	10.3104277	9.9840074	9.4853018	8.2404369	1.2054667	0.6019289	-1.057736319	5.18E-02	8.81E-03	-439.1410845
98	MPHOSPH10	9.9675771	9.9647026	9.1973068	1.0866873	1.2054667	0.6019289	-2.14835658	4.96E-02	2.21E-04	-434.1682598
99	B4GALT2	9.9614695	10.2436282	9.4853018	6.988347	1.2054667	0.6019289	-1.200331177	4.98E-02	5.36E-03	-432.3340874
100	TNRC18	10.8278185	9.3526046	9.8317667	1.0866873	1.2054667	0.6019289	-2.13855213	4.96E-02	2.37E-04	-430.7406434
101	SLC25A37	9.625257	11.3121855	9.9485869	6.9310735	1.2054667	0.6019289	-1.264855103	4.96E-02	4.38E-03	-428.4907328
102	MSC	11.3537183	9.3426687	10.3014565	1.0866873	7.7062919	0.6019289	-1.176853531	4.99E-02	5.89E-03	-427.784312
103	CEP104	9.9211266	9.9119233	9.4006788	7.244891	1.2054667	0.6019289	-1.143556892	5.00E-02	6.51E-03	-417.738599
104	RBM23	10.4993373	9.9051881	9.6879398	5.7899671	1.2054667	0.6019289	-1.385841948	4.96E-02	3.13E-03	-415.7929187
105	TTLL4	9.6097199	9.967938	9.2776661	1.0866873	1.2054667	0.6019289	-2.149222233	4.96E-02	2.13E-04	-408.9376732
106	MIR205HG	9.7615582	12.4031935	9.2720722	1.0866873	1.2054667	0.6019289	-2.005277086	4.96E-02	4.05E-04	-408.6922091
107	POLR3E	9.2675602	9.6869535	9.9130863	1.0866873	1.2054667	0.6019289	-2.154194175	4.96E-02	1.97E-04	-406.0831357
108	PLXNB1	10.5812817	11.4504526	9.7252629	1.0866873	1.2054667	9.1119156	-1.050757239	5.19E-02	8.98E-03	-398.5385928
109	SNX8	10.2058065	9.7180304	8.8891965	1.0866873	1.2054667	0.6019289	-2.066344568	4.96E-02	3.25E-04	-396.5456278
110	YARS	10.3738871	10.484061	9.2265231	6.2771857	1.2054667	0.6019289	-1.309803	4.96E-02	3.84E-03	-394.694925
111	CPSF4	10.1397279	9.2177732	9.87669	8.1045532	1.2054667	0.6019289	-1.04270456	5.22E-02	9.24E-03	-392.3083547
112	AEN	9.7005278	9.8916225	9.1553839	1.0866873	1.2054667	0.6019289	-2.131847591	4.96E-02	2.45E-04	-391.7638487
113	RMND5B	10.4124568	9.6830214	8.5897647	1.0866873	1.2054667	0.6019289	-1.992047471	4.96E-02	4.29E-04	-387.0387096
114	TMEM63B	9.1913231	9.7371189	9.6921348	1.0866873	1.2054667	0.6019289	-2.139009203	4.96E-02	2.29E-04	-385.181377
115	FGFRL1	9.6596157	11.0212355	10.3096707	1.0866873	1.2054667	8.9045161	-1.035641328	5.27E-02	9.50E-03	-380.810206
116	NT5DC3	9.1702939	11.432999	10.640089	1.0866873	7.7728978	0.6019289	-1.17835977	4.99E-02	5.85E-03	-379.6075768
117	C8orf82	10.1771041	9.6511726	8.685452	1.0866873	1.2054667	0.6019289	-2.019365041	4.96E-02	3.73E-04	-378.5881171
118	AMOTL1	9.5620786	9.7671448	10.3096707	6.9015613	1.2054667	0.6019289	-1.208284077	4.98E-02	5.28E-03	-377.8521646
119	RAI14	10.3807689	10.5907502	9.1553839	6.0805901	1.2054667	0.6019289	-1.336629914	4.96E-02	3.54E-03	-375.7046063
120	DECR2	9.1860944	9.626816	9.7735711	1.0866873	7.7944336	0.6019289	-1.04691939	5.21E-02	9.12E-03	-372.2501736
121	PPFIA1	9.7615582	9.7295138	9.0932984	8.2166637	1.2054667	0.6019289	-0.996526487	5.54E-02	1.11E-02	-359.8793528
122	SRP72	11.2026761	9.3722734	9.6837325	7.7378191	1.2054667	0.6019289	-1.130324879	5.01E-02	6.75E-03	-356.6254536
123	ACSL4	9.9274071	9.5554851	9.4057964	1.0866873	8.3250145	0.6019289	-1.005528462	5.45E-02	1.06E-02	-354.2926717
124	JARID2	10.4673671	9.5683319	9.6710367	8.6395496	1.2054667	0.6019289	-1.01023974	5.42E-02	1.04E-02	-353.5008785
125	TAF1C	9.6633833	9.659201	9.87669	5.8529567	1.2054667	0.6019289	-1.325813209	4.96E-02	3.68E-03	-351.63054
126	ZNF592	9.6633833	9.1047412	9.6667798	6.7770801	1.2054667	0.6019289	-1.154931649	4.99E-02	6.31E-03	-351.63054
127	ATP13A3	9.667141	9.4576082	9.6582281	9.4920255	1.2054667	0.6019289	-0.879850994	6.97E-02	1.93E-02	-350.3763035
128	RASSF7	7.8543794	9.8641025	9.5375262	1.0866873	1.2054667	0.6019289	-1.843825426	4.96E-02	7.50E-04	-349.9097191
129	ASB6	9.1860944	9.789261	9.0481921	1.0866873	1.2054667	0.6019289	-2.069392577	4.96E-02	3.01E-04	-348.8016827
130	GDI1	9.8731306	9.3124437	9.6496254	7.7210195	1.2054667	0.6019289	-1.065545116	5.14E-02	8.49E-03	-348.2932537
131	KRBA1	9.5252859	9.6869535	8.355951	1.0866873	1.2054667	0.6019289	-1.952241559	4.96E-02	4.85E-04	-346.9535054
132	SHF	9.1649884	9.0385793	9.7046472	1.0866873	1.2054667	0.6019289	-2.06894649	4.96E-02	3.09E-04	-346.4853095
133	RNF26	10.2689906	9.6349807	9.4159775	7.8808129	1.2054667	0.6019289	-1.072597284	5.13E-02	8.29E-03	-344.7756292
134	IRF7	9.2274023	9.626816	9.9022635	7.1725999	1.2054667	0.6019289	-1.124787095	5.03E-02	6.89E-03	-342.8299514
135	CYB5R2	10.1928307	10.4658679	9.0217694	1.0866873	8.8521692	0.6019289	-0.98695882	5.60E-02	1.14E-02	-342.4715885
136	KLHDC3	10.7234089	9.6103468	9.220727	8.3206874	1.2054667	0.6019289	-1.032141646	5.29E-02	9.61E-03	-338.9385959
137	CENPT	9.5900602	9.9582098	9.0805542	8.0915413	1.2054667	0.6019289	-1.011796623	5.41E-02	1.03E-02	-334.2059233
138	AGFG1	9.5661093	9.4622042	9.1735003	1.0866873	1.2054667	0.6019289	-2.122998576	4.96E-02	2.53E-04	-332.1098859
139	IDUA	8.9719051	9.6144818	10.7548302	7.4216382	1.2054667	0.6019289	-1.118108804	5.03E-02	7.05E-03	-330.8368735
140	CCDC127	9.5940136	9.5725889	9.2031976	6.1822306	1.2054667	0.6019289	-1.229027469	4.96E-02	4.90E-03	-330.1830474
141	MDM4	10.221225	9.5640624	9.2998271	9.3787623	1.2054667	0.6019289	-0.9042061	6.56E-02	1.68E-02	-328.2373702
142	ZNF692	9.6136199	9.4390763	9.9866543	1.0866873	1.2054667	8.0053615	-1.033090662	5.29E-02	9.59E-03	-326.8282723
143	SBF1P1	9.5417541	9.789261	9.1794888	6.6046733	1.2054667	0.6019289	-1.18129826	4.99E-02	5.74E-03	-323.2009053
144	C15orf17	9.4443871	9.5381761	9.5375262	7.7544253	1.2054667	0.6019289	-1.045359173	5.22E-02	9.16E-03	-322.2551404
145	ELN	4.7435639	9.3964882	10.4500491	1.0866873	1.2054667	0.6019289	-1.3107077	4.96E-02	3.81E-03	-317.3213699
146	NOL6	8.9349778	10.6402613	9.5092748	6.5294995	1.2054667	0.6019289	-1.212541297	4.97E-02	5.19E-03	-316.0059962
147	SSRP1	10.281302	9.7634255	8.9037393	7.4626381	1.2054667	0.6019289	-1.096073289	5.09E-02	7.65E-03	-315.5687158
148	C16orf61	9.2774274	9.4984545	9.5514472	8.3537595	1.2054667	0.6019289	-0.96953519	5.72E-02	1.23E-02	-313.6447944
149	APBB1	9.9614695	9.3673812	9.3107812	1.0866873	9.4354708	0.6019289	-0.880690685	6.96E-02	1.92E-02	-310.9834366
150	CIB2	9.4704275	9.1736173	10.1662594	5.7241063	1.2054667	0.6019289	-1.314098684	4.96E-02	3.80E-03	-307.610468
151	PPP3CC	10.1771041	9.4576082	9.0284206	7.3137327	1.2054667	0.6019289	-1.099484575	5.08E-02	7.57E-03	-304.8892519
152	IRF6	8.8449503	12.1800439	9.1122062	1.0866873	1.2054667	0.6019289	-1.876038469	4.96E-02	6.54E-04	-302.9679493
153	LAT	9.2120501	8.8410048	10.3919196	1.0866873	1.2054667	0.6019289	-2.000471888	4.96E-02	4.21E-04	-302.1405275
154	ZBTB40	9.1163395	9.4390763	10.1203006	7.8031272	1.2054667	0.6019289	-1.045224098	5.22E-02	9.17E-03	-300.9979004
155	UBTD1	9.247621	9.4344059	9.6667798	6.988347	1.2054667	0.6019289	-1.124886453	5.03E-02	6.88E-03	-300.0250627
156	ISCA1	9.2526317	9.4344059	9.5328559	7.221194	1.2054667	0.6019289	-1.089904787	5.10E-02	7.83E-03	-300.0250627
157	PDPN	9.8402226	9.337675	9.4006788	8.5086224	1.2054667	0.6019289	-0.966171861	5.74E-02	1.25E-02	-293.0924785
158	CTU2	9.2725023	9.2919362	8.8964862	1.0866873	1.2054667	0.6019289	-2.057615598	4.96E-02	3.41E-04	-291.1895863
159	RABL3	10.5872439	9.9614598	8.7672549	6.8714329	1.2054667	0.6019289	-1.181603954	4.99E-02	5.73E-03	-287.0833804
160	ZC3H3	9.3633211	9.5381761	8.8745057	6.8714329	1.2054667	0.6019289	-1.104871962	5.06E-02	7.46E-03	-285.60045
161	TAT	9.3633211	8.9031688	9.3590709	7.4422837	1.2054667	0.6019289	-1.030050114	5.29E-02	9.66E-03	-284.7602952
162	OPLAH	9.3446707	9.0750432	8.7672549	1.0866873	1.2054667	0.6019289	-2.022592217	4.96E-02	3.65E-04	-281.9321151
163	C7orf43	9.3446707	9.2446997	9.4210413	6.5675757	1.2054667	0.6019289	-1.158133585	4.99E-02	6.25E-03	-281.9321151
164	MOB2	9.2425928	9.3426687	9.7211633	1.0866873	1.2054667	8.1534715	-0.976739125	5.65E-02	1.19E-02	-281.541151
165	ACBD3	10.2665157	9.3276354	9.3378081	9.9323777	1.2054667	0.6019289	-0.844565126	7.81E-02	2.34E-02	-280.5942047
166	CREB3	10.1261411	9.8916225	9.2149075	1.0866873	1.2054667	8.4683738	-0.991361133	5.57E-02	1.12E-02	-279.7937964
167	CASP8	8.467946	9.3326639	9.2090644	1.0866873	1.2054667	0.6019289	-1.969325796	4.96E-02	4.45E-04	-278.6628962
168	STX5	9.9553358	9.3276354	9.0547229	8.7430302	1.2054667	0.6019289	-0.928270665	6.16E-02	1.49E-02	-278.6226398
169	SAMD4A	8.720278	9.8218125	10.568875	6.7770801	1.2054667	0.6019289	-1.181244457	4.99E-02	5.75E-03	-277.8859592
170	TEAD4	8.720278	9.6631985	9.410896	1.0866873	7.7728978	0.6019289	-1.004156302	5.46E-02	1.07E-02	-277.8859592
171	MTMR10	9.6894845	8.8052757	9.3216528	5.1531951	1.2054667	0.6019289	-1.335672777	4.96E-02	3.56E-03	-277.4696374
172	C15orf61	9.2068962	9.3276354	9.3162272	8.1174489	1.2054667	0.6019289	-0.969075173	5.73E-02	1.24E-02	-276.428115
173	DPF2	9.4134004	9.1047412	9.1973068	1.0866873	8.4387969	0.6019289	-0.931796365	6.12E-02	1.46E-02	-276.401096
174	ADC	7.7305591	9.1903345	9.6191055	1.0866873	1.2054667	0.6019289	-1.809669915	4.96E-02	8.55E-04	-275.0685108
175	HCCS	9.6482535	9.1847836	8.6076411	1.0866873	1.2054667	0.6019289	-1.991827919	4.96E-02	4.37E-04	-274.0121903
176	EIF2B4	9.6406286	9.2867634	8.8064803	6.2304884	1.2054667	0.6019289	-1.18183145	4.99E-02	5.71E-03	-270.8399451
177	C11orf84	10.6663503	8.6447292	11.8191469	3.7493131	1.2054667	0.6019289	-1.673769995	4.96E-02	1.34E-03	-268.6965228
178	PRICKLE3	8.7057364	8.9627645	9.2720722	1.0866873	1.2054667	0.6019289	-2.003108115	4.96E-02	4.13E-04	-268.0959382
179	OBSCN	7.3365789	9.1280672	9.4559984	1.0866873	1.2054667	0.6019289	-1.729177598	4.96E-02	1.13E-03	-263.4489889
180	SLC25A26	9.0430399	9.5725889	9.243773	7.4626381	1.2054667	0.6019289	-1.040815694	5.23E-02	9.31E-03	-262.8883295
181	PFKP	9.2171857	10.2542676	9.232296	6.6046733	1.2054667	0.6019289	-1.187960106	4.98E-02	5.56E-03	-260.8052864
182	NFATC4	10.7643305	9.0810319	9.220727	8.2285993	1.2054667	0.6019289	-1.013099465	5.40E-02	1.02E-02	-258.7222436
183	GFER	9.83355	8.5953745	8.9252822	1.0866873	1.2054667	0.6019289	-1.955966526	4.96E-02	4.77E-04	-254.8395939
184	MCCC2	9.5900602	9.0750432	8.2461133	1.0866873	1.2054667	0.6019289	-1.911762651	4.96E-02	5.58E-04	-253.9421132
185	CBLL1	9.349356	9.1903345	8.9037393	6.6046733	1.2054667	0.6019289	-1.119319977	5.03E-02	7.01E-03	-253.3288924
186	DHX38	10.5181848	8.5615078	10.7305624	6.4501951	1.2054667	0.6019289	-1.252482902	4.96E-02	4.58E-03	-248.926994
187	SLC20A2	9.8302021	10.9992667	8.5533334	6.2771857	1.2054667	0.6019289	-1.248126382	4.96E-02	4.63E-03	-247.5205541
188	SELS	9.9645265	9.1567041	8.54408	7.4626381	1.2054667	0.6019289	-1.024302775	5.32E-02	9.81E-03	-245.9380453
189	CHTF18	8.6910467	9.1453174	10.4599237	7.3578678	1.2054667	0.6019289	-1.06684701	5.14E-02	8.43E-03	-245.5462076
190	LDB1	8.5352855	8.5953745	9.5560578	1.0866873	1.2054667	0.6019289	-1.918673102	4.96E-02	5.34E-04	-244.4433886
191	UPP1	9.7997158	8.7002536	8.5253933	1.0866873	1.2054667	0.6019289	-1.917793944	4.96E-02	5.50E-04	-242.7730291
192	NHEJ1	9.2675602	9.1338402	9.0083744	1.0866873	1.2054667	8.2443879	-0.918672036	6.32E-02	1.56E-02	-242.474132
193	SRGAP2	9.8065464	8.5091687	10.3367183	7.1971015	1.2054667	0.6019289	-1.104682351	5.06E-02	7.47E-03	-240.0581031
194	S100A14	8.9779688	10.8686094	7.8250252	1.0866873	1.2054667	0.6019289	-1.771989246	4.96E-02	9.75E-04	-237.4173458
